point_id,lat,lon,distance_km,altitude_m,precipitation_mm_h,precipitation_p95_mm_h,temperature_c,windspeed_kmh,humidity_pct,cloudcover_pct
4607,45.927021,3.472394,460.2353,334.4,0.0942,0.5,13.8184,9.84,72.0,61.8
4608,45.926142,3.472664,460.3352,336.4,0.0942,0.5,13.8203,9.84,72.0,61.8
4609,45.925263,3.472935,460.4352,337.0,0.0942,0.5,13.8223,9.84,72.0,61.8
4610,45.924383,3.473205,460.5353,337.0,0.0942,0.5,13.8243,9.84,72.0,61.8
4611,45.923504,3.473475,460.6352,338.3,0.0942,0.5,13.8263,9.84,72.0,61.8
4612,45.922624,3.473745,460.7353,339.9,0.0942,0.5,13.8283,9.84,72.0,61.8
4613,45.921745,3.474015,460.8352,339.4,0.0942,0.5,13.8303,9.84,72.0,61.8
4614,45.920865,3.474285,460.9353,336.9,0.0942,0.5,13.8323,9.84,72.0,61.8
4615,45.919986,3.474555,461.0352,335.0,0.0942,0.5,13.8342,9.84,72.0,61.8
4616,45.919106,3.474825,461.1353,331.7,0.0942,0.5,13.8362,9.84,72.0,61.8
4617,45.918227,3.475096,461.2353,328.9,0.0942,0.5,13.8382,9.84,72.0,61.8
4618,45.917348,3.475366,461.3352,331.7,0.0942,0.5,13.8402,9.84,72.0,61.8
4619,45.916468,3.475636,461.4353,326.4,0.0942,0.5,13.8422,9.84,72.0,61.8
4620,45.915589,3.475906,461.5352,323.0,0.0942,0.5,13.8442,9.84,72.0,61.8
4621,45.914709,3.476176,461.6353,318.6,0.0942,0.5,13.8462,9.84,72.0,61.8
4622,45.91383,3.476446,461.7352,314.9,0.0942,0.5,13.8481,9.84,72.0,61.8
4623,45.91295,3.476716,461.8353,312.0,0.0942,0.5,13.8501,9.84,72.0,61.8
4624,45.912071,3.476987,461.9353,311.3,0.0942,0.5,13.8521,9.84,72.0,61.8
4625,45.911191,3.477257,462.0354,309.0,0.0942,0.5,13.8541,9.84,72.0,61.8
4626,45.910312,3.477527,462.1353,308.7,0.0942,0.5,13.8561,9.84,72.0,61.8
4627,45.909433,3.477797,462.2352,306.3,0.0942,0.5,13.8581,9.84,72.0,61.8
4628,45.908553,3.478067,462.3353,302.8,0.0942,0.5,13.8601,9.84,72.0,61.8
4629,45.907674,3.478337,462.4352,301.9,0.0942,0.5,13.8621,9.84,72.0,61.8
4630,45.906794,3.478607,462.5353,302.7,0.0942,0.5,13.864,9.84,72.0,61.8
4631,45.905915,3.478878,462.6353,302.9,0.0942,0.5,13.866,9.84,72.0,61.8
4632,45.905035,3.479148,462.7354,301.8,0.0942,0.5,13.868,9.84,72.0,61.8
4633,45.904156,3.479418,462.8353,300.3,0.0942,0.5,13.87,9.84,72.0,61.8
4634,45.903276,3.479688,462.9354,300.0,0.0943,0.501,13.871,9.8342,72.019,61.809
4635,45.902397,3.479958,463.0353,299.5,0.0944,0.502,13.872,9.8284,72.038,61.818
4636,45.901518,3.480228,463.1352,301.6,0.0945,0.503,13.873,9.8226,72.057,61.827
4637,45.900638,3.480498,463.2353,300.5,0.0946,0.504,13.874,9.8168,72.076,61.836
4638,45.899759,3.480769,463.3353,299.7,0.0947,0.505,13.875,9.811,72.095,61.845
4639,45.898879,3.481039,463.4354,302.1,0.0949,0.506,13.876,9.8052,72.114,61.854
4640,45.898,3.481309,463.5353,304.0,0.095,0.507,13.877,9.7994,72.133,61.863
4641,45.89712,3.481579,463.6354,304.3,0.0951,0.508,13.878,9.7936,72.152,61.872
4642,45.896241,3.481849,463.7353,303.9,0.0952,0.509,13.879,9.7878,72.171,61.881
4643,45.895361,3.482119,463.8354,301.8,0.0953,0.51,13.88,9.782,72.19,61.89
4644,45.894482,3.482389,463.9353,301.8,0.0954,0.511,13.881,9.7762,72.2089,61.899
4645,45.893603,3.48266,464.0353,299.2,0.0955,0.512,13.882,9.7704,72.2279,61.908
4646,45.892723,3.48293,464.1354,297.7,0.0956,0.513,13.883,9.7646,72.247,61.917
4647,45.891844,3.4832,464.2353,297.7,0.0957,0.514,13.884,9.7588,72.2659,61.926
4648,45.890964,3.48347,464.3354,297.4,0.0958,0.515,13.885,9.753,72.2849,61.935
4649,45.890085,3.48374,464.4353,296.0,0.0959,0.516,13.886,9.7472,72.3039,61.944
4650,45.889205,3.48401,464.5354,294.9,0.0961,0.517,13.887,9.7414,72.3229,61.953
4651,45.888326,3.48428,464.6353,295.1,0.0962,0.518,13.888,9.7356,72.3419,61.962
4652,45.887447,3.484551,464.7353,291.6,0.0963,0.519,13.889,9.7298,72.3609,61.971
4653,45.886567,3.484821,464.8354,292.5,0.0964,0.52,13.89,9.724,72.3799,61.98
4654,45.885688,3.485091,464.9353,295.8,0.0965,0.521,13.891,9.7182,72.3989,61.9889
4655,45.884808,3.485361,465.0354,295.9,0.0966,0.522,13.892,9.7124,72.4179,61.998
4656,45.883929,3.485631,465.1353,294.5,0.0967,0.523,13.893,9.7066,72.4369,62.0069
4657,45.883049,3.485901,465.2354,295.0,0.0968,0.524,13.894,9.7008,72.4559,62.016
4658,45.88217,3.486171,465.3353,296.2,0.0969,0.525,13.895,9.695,72.4749,62.0249
4659,45.88129,3.486441,465.4354,299.6,0.097,0.526,13.896,9.6892,72.4939,62.0339
4660,45.880411,3.486712,465.5354,304.2,0.0971,0.527,13.897,9.6834,72.5129,62.0429
4661,45.879532,3.486982,465.6354,305.6,0.0973,0.528,13.898,9.6776,72.5319,62.0519
4662,45.878652,3.487252,465.7355,306.3,0.0974,0.529,13.899,9.6718,72.5509,62.0609
4663,45.877773,3.487522,465.8355,300.9,0.0975,0.53,13.9,9.666,72.5699,62.0699
4664,45.876893,3.487792,465.9356,297.6,0.0976,0.531,13.901,9.6602,72.5889,62.079
4665,45.876014,3.488062,466.0356,297.5,0.0977,0.532,13.902,9.6544,72.6079,62.0879
4666,45.875134,3.488332,466.1357,297.7,0.0978,0.533,13.903,9.6486,72.6269,62.097
4667,45.874255,3.488603,466.2357,298.1,0.0979,0.534,13.904,9.6428,72.6459,62.106
4668,45.873375,3.488873,466.3358,298.4,0.098,0.535,13.905,9.637,72.6649,62.115
4669,45.872496,3.489143,466.4358,299.7,0.0981,0.536,13.906,9.6312,72.6839,62.124
4670,45.871617,3.489413,466.5358,298.8,0.0982,0.537,13.907,9.6254,72.7029,62.133
4671,45.870737,3.489683,466.6359,297.6,0.0983,0.538,13.908,9.6196,72.7219,62.142
4672,45.869858,3.489953,466.7359,293.5,0.0985,0.539,13.909,9.6138,72.7409,62.151
4673,45.868978,3.490223,466.836,292.3,0.0986,0.54,13.91,9.608,72.7599,62.16
4674,45.868099,3.490494,466.936,293.5,0.0987,0.541,13.911,9.6022,72.7789,62.169
4675,45.867219,3.490764,467.0361,297.0,0.0988,0.542,13.912,9.5964,72.7979,62.178
4676,45.86634,3.491034,467.1361,296.2,0.0989,0.543,13.913,9.5906,72.8169,62.187
4677,45.86546,3.491304,467.2362,293.9,0.099,0.544,13.914,9.5848,72.8359,62.196
4678,45.864581,3.491574,467.3362,292.4,0.0991,0.545,13.915,9.579,72.8549,62.205
4679,45.863702,3.491844,467.4362,290.1,0.0992,0.546,13.916,9.5732,72.8739,62.214
4680,45.862822,3.492114,467.5363,290.7,0.0993,0.547,13.917,9.5674,72.8929,62.223
4681,45.861943,3.492385,467.6363,292.2,0.0994,0.548,13.918,9.5616,72.9119,62.232
4682,45.861063,3.492655,467.7364,291.8,0.0995,0.549,13.919,9.5558,72.931,62.241
4683,45.860184,3.492925,467.8364,291.5,0.0996,0.55,13.92,9.55,72.95,62.25
4684,45.859304,3.493195,467.9365,291.6,0.0998,0.551,13.921,9.5442,72.969,62.259
4685,45.858425,3.493465,468.0365,290.9,0.0999,0.552,13.922,9.5384,72.988,62.268
4686,45.857545,3.493735,468.1366,290.4,0.1,0.553,13.923,9.5326,73.007,62.277
4687,45.856666,3.494005,468.2366,290.4,0.1001,0.554,13.924,9.5268,73.026,62.286
4688,45.855787,3.494276,468.3366,290.4,0.1002,0.555,13.925,9.521,73.045,62.295
4689,45.854907,3.494546,468.4367,288.6,0.1003,0.556,13.926,9.5152,73.064,62.304
4690,45.854028,3.494816,468.5367,288.6,0.1004,0.557,13.927,9.5094,73.083,62.313
4691,45.853148,3.495086,468.6368,289.8,0.1005,0.558,13.928,9.5036,73.102,62.322
4692,45.852269,3.495356,468.7368,290.1,0.1006,0.559,13.929,9.4978,73.121,62.331
4693,45.851389,3.495626,468.8369,289.6,0.1007,0.56,13.93,9.492,73.14,62.34
4694,45.85051,3.495896,468.9369,291.3,0.1008,0.561,13.931,9.4862,73.159,62.349
4695,45.84963,3.496167,469.037,293.0,0.101,0.562,13.932,9.4804,73.178,62.358
4696,45.848751,3.496437,469.137,292.7,0.1011,0.563,13.933,9.4746,73.197,62.367
4697,45.847872,3.496707,469.237,289.3,0.1012,0.564,13.934,9.4688,73.216,62.376
4698,45.846992,3.496977,469.3371,288.2,0.1013,0.565,13.935,9.463,73.235,62.385
4699,45.846113,3.497247,469.4371,289.9,0.1014,0.566,13.936,9.4572,73.254,62.394
4700,45.845233,3.497517,469.5372,290.5,0.1015,0.567,13.937,9.4514,73.273,62.403
4701,45.844354,3.497787,469.6372,290.8,0.1016,0.568,13.938,9.4456,73.292,62.412
4702,45.843474,3.498057,469.7373,292.1,0.1017,0.569,13.939,9.4398,73.311,62.421
4703,45.842595,3.498328,469.8373,293.2,0.1018,0.57,13.94,9.434,73.33,62.43
4704,45.841715,3.498598,469.9374,291.8,0.1019,0.571,13.941,9.4282,73.349,62.439
4705,45.840836,3.498868,470.0374,291.5,0.102,0.572,13.942,9.4224,73.368,62.448
4706,45.839957,3.499138,470.1374,292.7,0.1022,0.573,13.943,9.4166,73.387,62.457
4707,45.839077,3.499408,470.2375,293.6,0.1023,0.574,13.944,9.4108,73.406,62.466
4708,45.838198,3.499678,470.3375,293.7,0.1024,0.575,13.945,9.405,73.425,62.475
4709,45.837318,3.499948,470.4376,293.1,0.1025,0.576,13.946,9.3992,73.444,62.484
4710,45.836439,3.500219,470.5376,293.8,0.1026,0.577,13.947,9.3934,73.463,62.493
4711,45.835559,3.500489,470.6377,293.3,0.1027,0.578,13.948,9.3876,73.4821,62.502
4712,45.83468,3.500759,470.7377,293.9,0.1028,0.579,13.949,9.3818,73.5011,62.511
4713,45.8338,3.501029,470.8378,294.7,0.1029,0.58,13.95,9.376,73.5201,62.52
4714,45.832921,3.501299,470.9378,294.7,0.103,0.581,13.951,9.3702,73.5391,62.529
4715,45.832042,3.501569,471.0378,293.8,0.1031,0.582,13.952,9.3644,73.5581,62.538
4716,45.831162,3.501839,471.1379,295.2,0.1032,0.583,13.953,9.3586,73.5771,62.547
4717,45.830283,3.50211,471.2379,295.5,0.1034,0.584,13.954,9.3528,73.5961,62.556
4718,45.829403,3.50238,471.338,295.0,0.1035,0.585,13.955,9.347,73.6151,62.565
4719,45.828524,3.50265,471.438,295.3,0.1036,0.586,13.956,9.3412,73.6341,62.574
4720,45.827644,3.50292,471.5381,298.0,0.1037,0.587,13.957,9.3354,73.6531,62.583
4721,45.826765,3.50319,471.6381,299.0,0.1038,0.588,13.958,9.3296,73.6721,62.592
4722,45.825885,3.50346,471.7382,299.8,0.1039,0.589,13.959,9.3238,73.6911,62.601
4723,45.825031,3.50386,471.8381,301.7,0.104,0.59,13.96,9.318,73.7101,62.61
4724,45.824177,3.504265,471.9381,300.5,0.1041,0.591,13.961,9.3122,73.7291,62.619
4725,45.823323,3.504669,472.0381,299.3,0.1042,0.592,13.962,9.3064,73.7481,62.628
4726,45.822469,3.505074,472.1381,299.4,0.1043,0.593,13.963,9.3006,73.7671,62.637
4727,45.821615,3.505478,472.2381,299.5,0.1044,0.594,13.964,9.2948,73.786,62.646
4728,45.820761,3.505883,472.3381,300.4,0.1046,0.595,13.965,9.289,73.805,62.655
4729,45.819917,3.506327,472.4381,301.3,0.1047,0.596,13.966,9.2832,73.824,62.664
4730,45.819107,3.506889,472.5381,302.6,0.1048,0.597,13.967,9.2774,73.843,62.673
4731,45.818315,3.507496,472.6379,303.6,0.1049,0.598,13.968,9.2716,73.862,62.682
4732,45.817538,3.508148,472.738,304.6,0.105,0.599,13.969,9.2658,73.881,62.691
4733,45.816762,3.5088,472.838,302.6,0.1051,0.6,13.97,9.26,73.9,62.7
4734,45.815986,3.509452,472.938,299.8,0.1051,0.6,13.9685,9.26,73.899,62.7
4735,45.815211,3.510105,473.0379,301.1,0.1051,0.6,13.967,9.26,73.898,62.7
4736,45.814435,3.510758,473.1379,300.2,0.1051,0.6,13.9655,9.26,73.897,62.7
4737,45.813659,3.511411,473.2379,300.6,0.1051,0.6,13.9641,9.26,73.896,62.7
4738,45.812884,3.512064,473.3378,300.9,0.1051,0.6,13.9626,9.26,73.895,62.7
4739,45.812108,3.512717,473.4378,302.2,0.1051,0.6,13.9611,9.26,73.8941,62.7
4740,45.811332,3.51337,473.5378,303.6,0.1051,0.6,13.9596,9.26,73.8931,62.7
4741,45.810557,3.514023,473.6377,304.0,0.1051,0.6,13.9581,9.26,73.8921,62.7
4742,45.809781,3.514676,473.7377,304.3,0.1051,0.6,13.9566,9.26,73.8911,62.7
4743,45.80899,3.515288,473.8376,303.7,0.1051,0.6,13.9551,9.26,73.8901,62.7
4744,45.808145,3.515723,473.9374,300.8,0.1051,0.6,13.9537,9.26,73.8891,62.7
4745,45.807267,3.516005,474.0374,301.5,0.1051,0.6,13.9522,9.26,73.8881,62.7
4746,45.806383,3.516235,474.1373,301.4,0.1051,0.6,13.9507,9.26,73.8871,62.7
4747,45.805497,3.51646,474.2374,301.8,0.1051,0.6,13.9492,9.26,73.8861,62.7
4748,45.804608,3.516652,474.3374,301.1,0.1051,0.6,13.9477,9.26,73.8851,62.7
4749,45.80374,3.516992,474.4375,301.7,0.1051,0.6,13.9462,9.26,73.8842,62.7
4750,45.802891,3.517412,474.5374,305.0,0.1051,0.6,13.9447,9.26,73.8832,62.7
4751,45.80217,3.518173,474.6369,304.6,0.1051,0.6,13.9433,9.26,73.8822,62.7
4752,45.801542,3.519094,474.7368,299.6,0.1051,0.6,13.9418,9.26,73.8812,62.7
4753,45.800928,3.520036,474.8368,299.5,0.1051,0.6,13.9403,9.26,73.8802,62.7
4754,45.800324,3.520993,474.9369,302.4,0.1051,0.6,13.9388,9.26,73.8792,62.7
4755,45.799721,3.521949,475.0368,302.2,0.1051,0.6,13.9373,9.26,73.8782,62.7
4756,45.799098,3.522879,475.1368,303.4,0.1051,0.6,13.9358,9.26,73.8772,62.7
4757,45.798458,3.523783,475.2367,303.9,0.1051,0.6,13.9344,9.26,73.8762,62.7
4758,45.797693,3.524442,475.3359,304.2,0.1051,0.6,13.9329,9.26,73.8753,62.7
4759,45.796826,3.524783,475.4359,304.5,0.1051,0.6,13.9314,9.26,73.8743,62.7
4760,45.795941,3.525007,475.5358,304.1,0.1051,0.6,13.9299,9.26,73.8733,62.7
4761,45.795055,3.52523,475.6358,305.5,0.1051,0.6,13.9284,9.26,73.8723,62.7
4762,45.794169,3.525454,475.7358,307.5,0.1051,0.6,13.9269,9.26,73.8713,62.7
4763,45.793286,3.525697,475.8358,309.4,0.1051,0.6,13.9255,9.26,73.8703,62.7
4764,45.792419,3.526033,475.9357,310.3,0.1051,0.6,13.924,9.26,73.8693,62.7
4765,45.791563,3.52643,476.0357,308.8,0.1051,0.6,13.9225,9.26,73.8683,62.7
4766,45.790764,3.527012,476.1353,307.0,0.1051,0.6,13.921,9.26,73.8673,62.7
4767,45.789978,3.52764,476.2353,306.1,0.1051,0.6,13.9195,9.26,73.8663,62.7
4768,45.789179,3.528233,476.3353,306.1,0.1051,0.6,13.918,9.26,73.8654,62.7
4769,45.788381,3.528826,476.4352,306.8,0.1051,0.6,13.9165,9.26,73.8644,62.7
4770,45.787582,3.529419,476.5352,308.0,0.1051,0.6,13.9151,9.26,73.8634,62.7
4771,45.786784,3.530012,476.6351,311.7,0.1051,0.6,13.9136,9.26,73.8624,62.7
4772,45.785985,3.530606,476.7352,314.6,0.1051,0.6,13.9121,9.26,73.8614,62.7
4773,45.785187,3.531201,476.8352,314.4,0.1051,0.6,13.9106,9.26,73.8604,62.7
4774,45.784407,3.531841,476.9351,312.0,0.1051,0.6,13.9091,9.26,73.8594,62.7
4775,45.78362,3.532463,477.035,310.6,0.1051,0.6,13.9076,9.26,73.8584,62.7
4776,45.782795,3.532978,477.1351,311.1,0.1051,0.6,13.9061,9.26,73.8574,62.7
4777,45.78196,3.533455,477.235,310.5,0.1051,0.6,13.9047,9.26,73.8564,62.7
4778,45.781106,3.533856,477.3349,310.0,0.1051,0.6,13.9032,9.26,73.8555,62.7
4779,45.780237,3.534186,477.4349,309.6,0.1051,0.6,13.9017,9.26,73.8545,62.7
4780,45.779369,3.534527,477.535,309.3,0.1051,0.6,13.9002,9.26,73.8535,62.7
4781,45.778503,3.534875,477.635,309.4,0.1051,0.6,13.8987,9.26,73.8525,62.7
4782,45.777637,3.535223,477.735,309.7,0.1051,0.6,13.8972,9.26,73.8515,62.7
4783,45.776771,3.535571,477.835,308.8,0.1051,0.6,13.8957,9.26,73.8505,62.7
4784,45.775906,3.535919,477.9349,308.2,0.1051,0.6,13.8943,9.26,73.8495,62.7
4785,45.77504,3.536267,478.0349,307.8,0.1051,0.6,13.8928,9.26,73.8485,62.7
4786,45.774174,3.536615,478.1349,307.7,0.1051,0.6,13.8913,9.26,73.8475,62.7
4787,45.773308,3.536963,478.2349,309.6,0.1051,0.6,13.8898,9.26,73.8465,62.7
4788,45.772442,3.537311,478.3349,310.0,0.1051,0.6,13.8883,9.26,73.8455,62.7
4789,45.771576,3.537659,478.4349,309.0,0.1051,0.6,13.8868,9.26,73.8446,62.7
4790,45.77071,3.538007,478.5349,308.5,0.1051,0.6,13.8853,9.26,73.8436,62.7
4791,45.769844,3.538355,478.6349,308.8,0.1051,0.6,13.8839,9.26,73.8426,62.7
4792,45.768978,3.538701,478.7349,309.1,0.1051,0.6,13.8824,9.26,73.8416,62.7
4793,45.768111,3.539046,478.835,311.1,0.1051,0.6,13.8809,9.26,73.8406,62.7
4794,45.767245,3.539391,478.9349,310.8,0.1051,0.6,13.8794,9.26,73.8396,62.7
4795,45.766378,3.539737,479.035,311.4,0.1051,0.6,13.8779,9.26,73.8386,62.7
4796,45.765512,3.540082,479.1349,313.8,0.1051,0.6,13.8764,9.26,73.8376,62.7
4797,45.764644,3.54042,479.2349,314.6,0.1051,0.6,13.8749,9.26,73.8366,62.7
4798,45.763775,3.540752,479.3349,315.2,0.1051,0.6,13.8735,9.26,73.8356,62.7
4799,45.762919,3.541141,479.4348,314.8,0.1051,0.6,13.872,9.26,73.8346,62.7
4800,45.762074,3.541584,479.5348,315.6,0.1051,0.6,13.8705,9.26,73.8337,62.7
4801,45.761248,3.542092,479.6347,317.4,0.1051,0.6,13.869,9.26,73.8327,62.7
4802,45.760433,3.542637,479.7347,315.8,0.1051,0.6,13.8675,9.26,73.8317,62.7
4803,45.759619,3.543183,479.8346,315.5,0.1051,0.6,13.866,9.26,73.8307,62.7
4804,45.758806,3.543735,479.9346,316.1,0.1051,0.6,13.8645,9.26,73.8297,62.7
4805,45.757993,3.544286,480.0346,315.6,0.1051,0.6,13.8631,9.26,73.8287,62.7
4806,45.757174,3.544819,480.1346,314.7,0.1051,0.6,13.8616,9.26,73.8277,62.7
4807,45.756354,3.545347,480.2346,314.2,0.1051,0.6,13.8601,9.26,73.8267,62.7
4808,45.755533,3.545876,480.3347,315.5,0.1051,0.6,13.8586,9.26,73.8257,62.7
4809,45.754694,3.546333,480.4345,315.9,0.1051,0.6,13.8571,9.26,73.8247,62.7
4810,45.753815,3.546584,480.5342,316.9,0.1051,0.6,13.8556,9.26,73.8238,62.7
4811,45.752918,3.546528,480.634,317.0,0.1051,0.6,13.8542,9.26,73.8228,62.7
4812,45.752054,3.546183,480.7337,316.0,0.1051,0.6,13.8527,9.26,73.8218,62.7
4813,45.751233,3.545664,480.8335,316.1,0.1051,0.6,13.8512,9.26,73.8208,62.7
4814,45.750458,3.545009,480.9335,317.8,0.1051,0.6,13.8497,9.26,73.8198,62.7
4815,45.74969,3.54434,481.0334,319.4,0.1051,0.6,13.8482,9.26,73.8188,62.7
4816,45.748911,3.543696,481.1334,319.7,0.1051,0.6,13.8467,9.26,73.8178,62.7
4817,45.748132,3.543052,481.2334,319.3,0.1051,0.6,13.8452,9.26,73.8168,62.7
4818,45.747353,3.542408,481.3334,319.3,0.1051,0.6,13.8438,9.26,73.8158,62.7
4819,45.746573,3.541765,481.4335,318.7,0.1051,0.6,13.8423,9.26,73.8148,62.7
4820,45.745794,3.541121,481.5335,318.4,0.1051,0.6,13.8408,9.26,73.8139,62.7
4821,45.745015,3.540477,481.6335,319.0,0.1051,0.6,13.8393,9.26,73.8129,62.7
4822,45.744236,3.539833,481.7335,319.0,0.1051,0.6,13.8378,9.26,73.8119,62.7
4823,45.743457,3.539189,481.8335,319.4,0.1051,0.6,13.8363,9.26,73.8109,62.7
4824,45.742678,3.538546,481.9335,321.4,0.1051,0.6,13.8348,9.26,73.8099,62.7
4825,45.741898,3.537905,482.0335,322.5,0.1051,0.6,13.8334,9.26,73.8089,62.7
4826,45.741079,3.537372,482.1335,323.3,0.1051,0.6,13.8319,9.26,73.8079,62.7
4827,45.740319,3.536694,482.233,325.6,0.1051,0.6,13.8304,9.26,73.8069,62.7
4828,45.739585,3.535949,482.333,327.7,0.1051,0.6,13.8289,9.26,73.8059,62.7
4829,45.738907,3.535102,482.433,328.4,0.1051,0.6,13.8274,9.26,73.8049,62.7
4830,45.738188,3.534332,482.5328,329.4,0.1051,0.6,13.8259,9.26,73.804,62.7
4831,45.737448,3.533599,482.6328,333.8,0.1051,0.6,13.8245,9.26,73.803,62.7
4832,45.736685,3.532917,482.7328,334.7,0.1051,0.6,13.823,9.26,73.802,62.7
4833,45.735913,3.532256,482.8328,336.8,0.1051,0.6,13.8215,9.26,73.801,62.7
4834,45.735114,3.531673,482.9325,333.4,0.1051,0.6,13.82,9.26,73.8,62.7
4835,45.734283,3.531183,483.0324,335.1,0.1051,0.6,13.815,9.26,73.8,62.7
4836,45.733421,3.530836,483.132,331.7,0.1051,0.6,13.8101,9.26,73.8,62.7
4837,45.732528,3.530685,483.232,326.6,0.1051,0.6,13.8051,9.26,73.8,62.7
4838,45.731636,3.530526,483.332,333.6,0.1051,0.6,13.8001,9.26,73.8,62.7
4839,45.730743,3.530366,483.4321,341.4,0.1051,0.6,13.7951,9.26,73.8,62.7
4840,45.729852,3.530196,483.532,338.5,0.1051,0.6,13.7902,9.26,73.8,62.7
4841,45.72897,3.529957,483.6318,342.9,0.1051,0.6,13.7852,9.26,73.8,62.7
4842,45.728113,3.52957,483.7317,345.9,0.1051,0.6,13.7802,9.26,73.8,62.7
4843,45.727263,3.529149,483.8317,335.2,0.1051,0.6,13.7753,9.26,73.8,62.7
4844,45.726413,3.528727,483.9317,333.5,0.1051,0.6,13.7703,9.26,73.8,62.7
4845,45.725565,3.528301,484.0316,342.2,0.1051,0.6,13.7653,9.26,73.8,62.7
4846,45.72468,3.528077,484.1315,343.8,0.1051,0.6,13.7603,9.26,73.8,62.7
4847,45.723784,3.528053,484.2311,340.4,0.1051,0.6,13.7554,9.26,73.8,62.7
4848,45.722974,3.528587,484.3302,340.0,0.1051,0.6,13.7505,9.26,73.8,62.7
4849,45.722414,3.529588,484.4298,341.0,0.1051,0.6,13.7455,9.26,73.8,62.7
4850,45.72222,3.530823,484.5281,343.4,0.1051,0.6,13.7406,9.26,73.8,62.7
4851,45.722187,3.532109,484.628,346.1,0.1051,0.6,13.7356,9.26,73.8,62.7
4852,45.72194,3.533336,484.7271,342.5,0.1051,0.6,13.7307,9.26,73.8,62.7
4853,45.72137,3.534316,484.8261,339.3,0.1051,0.6,13.7258,9.26,73.8,62.7
4854,45.720573,3.534877,484.9248,345.6,0.1051,0.6,13.7209,9.26,73.8,62.7
4855,45.719693,3.534764,485.023,346.1,0.1051,0.6,13.716,9.26,73.8,62.7
4856,45.718867,3.534273,485.1224,347.5,0.1051,0.6,13.711,9.26,73.8,62.7
4857,45.718185,3.53345,485.2216,347.3,0.1051,0.6,13.7061,9.26,73.8,62.7
4858,45.717652,3.532413,485.3216,347.7,0.1051,0.6,13.7011,9.26,73.8,62.7
4859,45.717121,3.531373,485.4216,346.0,0.1051,0.6,13.6962,9.26,73.8,62.7
4860,45.716543,3.530388,485.5215,352.9,0.1051,0.6,13.6912,9.26,73.8,62.7
4861,45.715751,3.529787,485.6212,365.1,0.1051,0.6,13.6862,9.26,73.8,62.7
4862,45.71486,3.529771,485.7203,362.2,0.1051,0.6,13.6813,9.26,73.8,62.7
4863,45.714151,3.530483,485.8166,362.3,0.1051,0.6,13.6765,9.26,73.8,62.7
4864,45.713555,3.531443,485.9163,361.1,0.1051,0.6,13.6715,9.26,73.8,62.7
4865,45.713233,3.532627,486.015,361.5,0.1051,0.6,13.6666,9.26,73.8,62.7
4866,45.712982,3.533857,486.1145,359.1,0.1051,0.6,13.6617,9.26,73.8,62.7
4867,45.712411,3.534818,486.2125,361.6,0.1051,0.6,13.6568,9.26,73.8,62.7
4868,45.711683,3.535574,486.3125,369.3,0.1051,0.6,13.6518,9.26,73.8,62.7
4869,45.710908,3.536226,486.4124,374.5,0.1051,0.6,13.6469,9.26,73.8,62.7
4870,45.710101,3.536792,486.5123,373.3,0.1051,0.6,13.6419,9.26,73.8,62.7
4871,45.709266,3.537272,486.6123,365.6,0.1051,0.6,13.6369,9.26,73.8,62.7
4872,45.708441,3.537783,486.7122,368.6,0.1051,0.6,13.6319,9.26,73.8,62.7
4873,45.707683,3.538465,486.8117,376.5,0.1051,0.6,13.627,9.26,73.8,62.7
4874,45.707173,3.539508,486.9106,373.1,0.1051,0.6,13.6221,9.26,73.8,62.7
4875,45.706789,3.540672,487.0106,377.1,0.1051,0.6,13.6171,9.26,73.8,62.7
4876,45.706315,3.541762,487.1103,390.0,0.1051,0.6,13.6121,9.26,73.8,62.7
4877,45.705885,3.542886,487.2098,388.3,0.1051,0.6,13.6072,9.26,73.8,62.7
4878,45.705521,3.544063,487.3098,384.6,0.1051,0.6,13.6022,9.26,73.8,62.7
4879,45.705186,3.545258,487.4098,376.6,0.1051,0.6,13.5972,9.26,73.8,62.7
4880,45.704807,3.546414,487.509,383.7,0.1051,0.6,13.5923,9.26,73.8,62.7
4881,45.704212,3.547365,487.6082,385.9,0.1051,0.6,13.5874,9.26,73.8,62.7
4882,45.703722,3.548414,487.7062,388.8,0.1051,0.6,13.5825,9.26,73.8,62.7
4883,45.703493,3.549646,487.8052,384.3,0.1051,0.6,13.5776,9.26,73.8,62.7
4884,45.70347,3.550933,487.9052,368.7,0.1051,0.6,13.5726,9.26,73.8,62.7
4885,45.703326,3.5522,488.0049,375.3,0.1051,0.6,13.5676,9.26,73.8,62.7
4886,45.702877,3.553303,488.104,372.7,0.1051,0.6,13.5627,9.26,73.8,62.7
4887,45.702222,3.554186,488.204,372.4,0.1051,0.6,13.5577,9.26,73.8,62.7
4888,45.701571,3.555074,488.304,379.8,0.1051,0.6,13.5527,9.26,73.8,62.7
4889,45.700936,3.555986,488.404,383.9,0.1051,0.6,13.5478,9.26,73.8,62.7
4890,45.700308,3.556907,488.504,395.4,0.1051,0.6,13.5428,9.26,73.8,62.7
4891,45.699891,3.558012,488.6015,416.8,0.1051,0.6,13.5379,9.26,73.8,62.7
4892,45.699834,3.559292,488.7011,412.3,0.1051,0.6,13.533,9.26,73.8,62.7
4893,45.699963,3.560564,488.8009,391.6,0.1051,0.6,13.528,9.26,73.8,62.7
4894,45.700507,3.561568,488.8996,386.4,0.1051,0.6,13.5231,9.26,73.8,62.7
